id,naslov,objava,avtor,spol,priprava,kolicina,stmnenj,stfoto,zadnjafoto,kategorija,podkategorija,zdravajed
3048,Rolada brez moke,18.12.2003,dona34,ženska,,,13,1,27.3.2006,sladice, pecivo,
3049,Adamovo kokosovo pecivo (brez jajc in mleka),18.12.2003,Sy,ženska,45 minut,1 večji pekač,27,4,3.12.2013,sladice, pecivo,
3055,Kruhov narastek,23.12.2003,karmenslo,ženska,,4-6 oseb,29,9,22.11.2009,ostale jedi,,
3059,Goveji trakovi v omaki,24.12.2003,pinki,moški,,4,30,3,21.2.2011,mesne jedi, govedina,
3073,Krompirjeva musaka,28.12.2003,BUCKA,moški,,za 4 osebe,45,3,30.1.2009,mesne jedi, sesekljano meso,
3081,Be mel,31.12.2003,sparko,spol ni določen oz. marsovec,30 minut,,154,9,11.1.2016,sladice, pecivo,
309,Češnjeva pita,20.7.2000,Marinka,ženska,,,15,2,8.6.2011,sladice, pecivo,
3094,Skutine palačinke,4.1.2004,BUCKA,moški,,za 5 oseb,19,4,5.11.2014,sladice, palačinke,
3096,Boemi,6.1.2004,silva,ženska,90 minut,pekač 23 x 36 cm,47,7,4.1.2010,sladice, pecivo,
3106,Domači puding,9.1.2004,ligojna,ženska,,2 osebi,41,5,21.1.2016,sladice, pudingi,
3109,Rafaelo,11.1.2004,darjapot,ženska,,,32,8,19.4.2013,sladice, ostalo,
3119,Žemlje,13.1.2004,Dafke,moški,,16,28,4,3.11.2012,kruh,,
3152,Lunice,25.1.2004,carmen,ženska,45 minut,60 kosov,83,9,15.5.2016,sladice, pecivo,
3158,Jagermaister tete Pehte,29.1.2004,coco chanel,ženska,,,144,4,19.12.2010,ozimnica, pijače,
3167,''Šoštajgelni''-neke vrste slaniki,30.1.2004,anja,ženska,,,12,4,10.1.2015,sladice, slano pecivo,
3168,Tortilje z zelenjavo in mesom,29.1.2004,snorci,ženska,,za 4 osebe,11,1,18.3.2008,mesne jedi, perutnina,Bolj zdrava jed
3170,Zdrobov narastek z jabolki,30.1.2004,SonjaB,ženska,,,12,2,19.9.2010,sladice, ostalo,
3174,Markovi piškoti,1.2.2004,Evita,ženska,,,45,16,4.10.2014,sladice, piškoti,
3197,Manchmellow,6.2.2004,majdi,ženska,45 minut,,69,9,25.10.2011,sladice, pecivo,
3198,Skutin kolač,6.2.2004,majdi,ženska,45 minut,,43,9,26.11.2014,sladice, pecivo,
3201,Korenčkov sok,7.2.2004,majdi,ženska,120 minut,,30,4,2.9.2016,ozimnica, pijače,
3202,"Rogljiči, štručke, žemljice",7.2.2004,Evita,ženska,,32 kosov,66,17,1.1.2016,kruh,,
3232,Miške s skuto,13.2.2004,Riko,spol ni določen oz. marsovec,90 minut,,99,12,24.6.2014,sladice, pecivo,
324,Indijančki,13.10.1999,,,,,46,11,29.8.2015,sladice, pecivo,
3246,Riževe kroglice,16.2.2004,stella,ženska,,,28,6,26.2.2011,priloge, riž,
3253,Pecivo s kislo smetano,17.2.2004,majdi,ženska,,,22,4,8.1.2009,sladice, ostalo,
3262,Dušeno sladko zelje,19.2.2004,majdi,ženska,,4 osebe,43,2,3.3.2010,prikuhe,,
3263,Testo za pizzo,19.2.2004,Trobec,spol ni določen oz. marsovec,60 minut,en pekač,60,2,17.12.2012,kruh,,
3285,Sadne košarice,23.2.2004,majdi,ženska,,,38,19,20.6.2016,sladice, piškoti,
329,Jaffa pecivo,26.1.1998,,,,,53,6,26.1.2016,sladice, pecivo,
3300,Bele kučme,26.2.2004,Tjanca,ženska,120 minut,,60,15,24.1.2013,sladice, pecivo,
3309,Čufti v paradižnikovi omaki,28.2.2004,ligojna,ženska,,4 osebe,121,7,8.12.2013,mesne jedi, mešano meso,
3313,Lena gospodinja,28.2.2004,Irena19,ženska,,,20,1,28.1.2010,sladice, pecivo,
333,Jogurtove miške,8.2.1999,Marinka,ženska,,,53,4,6.2.2016,sladice, pecivo,
3332,Kvašeni flancati,3.3.2004,miram,ženska,75 minut,,73,20,2.3.2015,sladice, pecivo,
3362,Pizza šefa kuhinje,8.3.2004,ligojna,ženska,,4 osebe,73,11,11.4.2014,sirove jedi,,
3378,Korenčkovi piškoti,12.3.2004,lidka,ženska,,,37,6,13.1.2015,sladice, piškoti,
3387,Segedin golaž,13.3.2004,Riko,spol ni določen oz. marsovec,,,66,5,13.10.2013,ostale jedi,,
3406,Čokoladni muffini,16.3.2004,majdi,ženska,,12 kosov,21,6,31.8.2009,sladice, ostalo,
3417,Pomarančna torta brez moke,17.3.2004,Riko,spol ni določen oz. marsovec,,,30,6,14.4.2016,sladice, torte,
342,Kokosove rezine,30.10.1999,spela,ženska,,,5,2,8.8.2011,sladice, pecivo,
3447,Češnjev biskvit,22.3.2004,lidka,ženska,,,45,6,2.7.2013,sladice, pecivo,
3454,Čokoladna torta brez moke,23.3.2004,Riko,spol ni določen oz. marsovec,,,22,4,25.3.2012,sladice, torte,
3459,Bananine rezine,25.3.2004,bonanza,ženska,,,22,4,11.7.2013,sladice, ostalo,
3475,Čupavci,27.3.2004,Sweetie,ženska,,,13,3,16.7.2014,sladice, pecivo,
3494,"Testo za lazanjo, torteline, raviole",30.3.2004,ligojna,ženska,,,45,14,21.6.2010,jajčne jedi, ostalo,
350,Krhki flancati,8.2.1999,Marinka,ženska,,,25,6,28.2.2016,sladice, ostalo,
3507,Tatarski biftek,3.4.2004,santina,ženska,,,19,1,2.1.2012,mesne jedi, govedina,
3524,Vanilijeva krema za torto (crema pasticcera),5.4.2004,ribica,spol ni določen oz. marsovec,,,18,1,12.7.2010,sladice, kreme za torte in peciva,
3533,Belgijski vaflji,5.4.2004,ligojna,ženska,,,16,3,4.11.2014,sladice, ostalo,
3543,Kokosovi poljubčki,7.4.2004,sladkosned,moški,,,15,10,23.8.2015,sladice, piškoti,
3603,Torta Nutella,20.4.2004,šjorca,ženska,75 minut,,1079,477,6.9.2016,sladice, torte,
3607,Sladka pita s skuto,21.4.2004,Dragička,ženska,,,8,4,27.5.2015,sladice, ostalo,
3618,Palačinke,23.4.2004,Tanči,ženska,,,104,7,28.2.2015,sladice, palačinke,
3635,Štruklji na enostaven način,28.4.2004,631141,ženska,,,67,3,13.3.2012,sirove jedi,,
3637,Keksi na strojček,29.4.2004,ligojna,ženska,,,24,2,13.7.2009,sladice, piškoti,
3646,Čokoladna pita,2.5.2004,tjas,ženska,120 minut,za pekač za pite premera 24-28 cm,33,7,27.3.2015,sladice, ostalo,
3649,Paradižnikova juha,3.5.2004,Trixi,ženska,,,11,2,12.12.2011,juhe in zakuhe, zelenjavne juhe,
3650,Polnjene bučke,3.5.2004,Trixi,ženska,,2,9,1,26.7.2006,zelenjavne jedi,,
3660,Jetrca v omaki,6.5.2004,Gašper Kukec,moški,,,38,2,28.4.2010,mesne jedi, notranji deli,
3670,Ribe iz pečice,9.5.2004,Trixi,ženska,,2,31,3,18.6.2013,morska hrana, ribe,
3679,Topli sendviči malce drugače,14.5.2004,elaphus,ženska,,,29,1,6.10.2008,ostale jedi,,
3690,Čokoladno - bananini mafini,18.5.2004,Loni,spol ni določen oz. marsovec,45 minut,12 kosov,41,5,18.8.2012,sladice, pecivo,
3695,Zelenjavna lazanja,21.5.2004,janca,ženska,,,25,4,1.11.2015,zelenjavne jedi,,
3721,Ocvrti kaneloni s šunko in sirom,2.6.2004,majdi,ženska,45 minut,10 kosov,41,6,11.10.2014,priloge, ostalo,
3726,Bezgov sirup,4.6.2004,tanjam,ženska,,,144,4,23.6.2015,ozimnica, pijače,
373,Orehovi rogljički,7.1.1998,,,,,49,13,22.12.2015,sladice, piškoti,
3761,Bounty pecivo,17.6.2004,matejac,ženska,,,22,1,29.12.2011,sladice, ostalo,
378,Pehtranova potica,24.12.1999,Marinka,ženska,180 minut,,54,17,22.8.2016,sladice, potice,
3781,Čufti po domače ali mesne kroglice,21.6.2004,BUCKA,moški,,za 4. osebe,22,4,22.5.2008,mesne jedi, sesekljano meso,
3787,Beli kruh - hlebec,25.6.2004,Migla,ženska,,,81,13,28.1.2014,kruh,,
380,Pijana nevesta,12.7.1999,Marinka,ženska,60 minut,,85,9,3.10.2015,sladice, pecivo,
3818,Dunajski valovi,8.7.2004,barbi23,ženska,,,42,5,27.4.2015,sladice, ostalo,
3823,Slastno sočno pecivo,9.7.2004,stanka,ženska,,,35,2,9.2.2012,sladice, pecivo,
3830,Skutin zavitek,12.7.2004,Riko,spol ni določen oz. marsovec,,,42,7,28.5.2016,sladice, ostalo,
3834,Pad Thai (praženi rezanci po tajsko),13.7.2004,malan,spol ni določen oz. marsovec,,za 2 osebi,33,8,22.8.2014,eksotika, ostale dežele,
3842,Jabolčni zavitek,16.7.2004,Riko,spol ni določen oz. marsovec,,,15,8,30.3.2015,sladice, ostalo,
3854,Pohorska omleta,18.7.2004,Sladana,ženska,45 minut,6 oseb,21,4,24.6.2011,sladice, palačinke,
386,Prekmurska gibanica,21.6.2000,,,,,24,8,2.12.2015,sladice, ostalo,
3866,Kinder pingvin (2.verzija),21.7.2004,pina,ženska,120 minut,,207,47,16.8.2016,sladice, pecivo,
3867,Princeske,22.7.2004,pegasti,ženska,60 minut,16 - 20 kosov,136,42,15.5.2016,sladice, pecivo,
3871,Bučke z jajci,25.7.2004,anja,ženska,,,20,4,1.9.2012,jajčne jedi, ostalo,
3872,Ohridske rezine,25.7.2004,stanka,ženska,,,26,2,26.7.2008,sladice, pecivo,
3892,Škampi na buzaro,31.7.2004,anja,ženska,,,7,1,4.8.2012,morska hrana, raki,
3912,Pita iz bučk,6.8.2004,anja,ženska,,,36,8,8.7.2013,sladice, pecivo,
3913,Bučkin kompot z belim vinom,8.8.2004,anja,ženska,,,33,6,23.8.2014,ozimnica, kompoti,
3914,Vložen stročji fižol,8.8.2004,gizelca,ženska,,4 osebe,41,7,23.8.2015,ozimnica, slani shranki,
393,Rižev narastek,2.6.2000,Marinka,ženska,75 minut,,85,10,3.2.2015,sladice, pecivo,
3938,Domača čokolada,15.8.2004,galja,ženska,,,46,13,14.12.2014,sladice, ostalo,
3984,"Pecivo, ki izgine v 10 minutah",30.8.2004,coco chanel,ženska,,,35,3,18.6.2014,sladice, ostalo,
4000,Rafaelo pecivo,5.9.2004,kuharska knjiga,ženska,,,84,10,6.7.2015,sladice, pecivo,
4026,Njami bučke s sirom,13.9.2004,coco chanel,ženska,,,240,35,16.8.2016,zelenjavne jedi,,
4037,Prave kremne rezine,16.9.2004,t-baby,spol ni določen oz. marsovec,60 minut,ožji pladenj za peko z malo višjim robom,71,3,23.11.2011,sladice, pecivo,
404,Sirovi štruklji,8.8.2000,Marinka,ženska,,,25,1,6.5.2007,sladice, ostalo,
406,Skutin kolač z marelicami,15.5.2000,Nadine,ženska,60 minut,,34,5,1.10.2015,sladice, pecivo,
4097,Polpeti iz mletega mesa in bučk,2.10.2004,lidka,ženska,,,19,2,13.5.2009,mesne jedi, ostalo,
410,Tiramisu,26.1.1999,Mija,ženska,30 minut,,62,10,10.8.2014,sladice, pecivo,
4101,Osnovni recept za mafine,3.10.2004,Loni,spol ni določen oz. marsovec,30 minut,10 -12 kosov,23,4,14.12.2014,sladice, ostalo,
4104,Jabolčna pita,3.10.2004,Tjanca,ženska,90 minut,,30,8,21.9.2013,sladice, pecivo,
4108,Kokosove kocke,4.10.2004,Tjanca,ženska,,,69,11,22.9.2014,sladice, pecivo,
4114,Makovo pecivo,5.10.2004,galja,ženska,,,15,2,8.9.2014,sladice, pecivo,
4117,Fini piškoti na stroj,6.10.2004,galja,ženska,,,25,2,26.3.2007,sladice, piškoti,
4118,Pečen puding,6.10.2004,galja,ženska,,,33,1,12.10.2005,sladice, pecivo,
4123,Rumove kroglice,7.10.2004,galja,ženska,30 minut,,54,18,26.9.2015,sladice, pecivo,
4126,Segedin golaž,7.10.2004,galja,ženska,,,17,1,16.10.2006,enolončnice,,
4130,Ričet,8.10.2004,galja,ženska,,,20,3,10.3.2014,enolončnice,,
4139,Vložena rdeča pesa,10.10.2004,galja,ženska,,,52,4,24.8.2015,ozimnica, slani shranki,
4142,Sarma,11.10.2004,galja,ženska,,,17,1,15.11.2008,zelenjavne jedi,,
4149,Belokranjska pogača,29.9.2004,bbgg,moški,,,12,3,14.2.2014,kruh,,
4153,Vloženi feferoni,13.10.2004,631141,ženska,,,39,6,14.9.2011,ozimnica, slani shranki,
4155,Polnozrnat kruh s semeni,13.10.2004,matevz704,spol ni določen oz. marsovec,,,26,3,19.9.2014,kruh,,
4164,Najboljša krema za princeske in podobno,15.10.2004,Mikrob,ženska,,,61,5,8.10.2012,sladice, kreme za torte in peciva,
4178,Čokoladna torta,17.10.2004,keyj,ženska,90 minut,,157,66,6.8.2016,sladice, torte,
418,Panna Cotta,16.11.2000,Marinka,ženska,,,34,5,26.6.2013,sladice, pudingi,
4191,Piščanec pečen na soli,20.10.2004,osmica,ženska,,,92,6,4.11.2010,mesne jedi, perutnina,
4209,Brizgano čajno pecivo,22.10.2004,Rožica,ženska,,,34,7,25.12.2014,sladice, piškoti,
4233,Rožičevo pecivo,28.10.2004,galja,ženska,,,44,6,9.7.2015,sladice, pecivo,
4255,Kokosova potica,31.10.2004,MILANKA,ženska,180 minut,velik pekač ali okrogel model,205,35,1.1.2016,sladice, potice,
4256,Ciganski zrezki,1.11.2004,pinki,moški,,4 osebe,41,5,30.1.2014,mesne jedi, svinjina,
4289,Testeninska solata kot samostojna jed,9.11.2004,Pumpkin,ženska,,za 2 zelo lačna,14,2,24.7.2010,testenine,,
4290,Kremšnite,9.11.2004,NIA,spol ni določen oz. marsovec,,,38,5,26.4.2010,sladice, ostalo,
4294,Vložena paprika,11.11.2004,izid,ženska,,,5,3,24.8.2015,ozimnica, slani shranki,
4302,Črno - bela rolada brez pečenja,12.11.2004,bojanam,ženska,,40 rezin,30,2,2.3.2007,sladice, pecivo,
4333,Nebeška pita,20.11.2004,jade,ženska,4+ ur,30 koščkov,51,8,6.1.2013,sladice, pecivo,
4334,Bela čokoladna torta,20.11.2004,jade,ženska,4+ ur,12 kosov,36,11,2.5.2011,sladice, torte,
4335,Dvojna čokoladna torta,20.11.2004,jade,ženska,4+ ur,12 kosov,90,37,25.10.2013,sladice, torte,
4342,Krhki žepki z marmelado,21.11.2004,jade,ženska,120 minut,30 piškotov,62,22,6.1.2013,sladice, piškoti,
4343,Čokoladna rolada z banano,22.11.2004,jade,ženska,4+ ur,12 kosov,10,3,8.5.2010,sladice, ostalo,
4344,Domača skuta ali slani sir,22.11.2004,jade,ženska,30 minut,600 g,59,3,3.9.2009,sirove jedi,,
4345,Mini sirovi bureki,22.11.2004,jade,ženska,180 minut,30 kosov,99,8,31.3.2013,sirove jedi,,
4349,Langaš z jogurtom,23.11.2004,ameli,ženska,,4 osebe,30,1,12.1.2011,ostale jedi,,
4351,Čokoladno - orehova torta,25.11.2004,jade,ženska,4+ ur,12 kosov,25,6,2.4.2012,sladice, torte,
436,Pita - hitra,16.11.2000,,,,,25,3,23.11.2011,sladice, pecivo,
4364,Super dobra jabolčna pita,29.11.2004,p|na,ženska,90 minut,,171,62,28.5.2016,sladice, pecivo,
4372,Bananino - čokoladni mehki keksi,3.12.2004,jade,ženska,90 minut,40 piškotov,98,11,25.1.2011,sladice, piškoti,
4377,Preprosti keksi,4.12.2004,jade,ženska,90 minut,40 piškotov,123,37,3.10.2015,sladice, piškoti,
4380,Mlinci,6.12.2004,Riko,spol ni določen oz. marsovec,,,44,10,12.11.2011,priloge, ostalo,
4384,Mlečni kruh,7.12.2004,jade,ženska,240 minut,1 hlebec,64,12,19.2.2016,kruh,,
4399,Domači jajčni rezanci,14.12.2004,TanjaG.,ženska,,,42,10,15.8.2014,testenine,,
4405,Zeljna juha za hujšanje,15.12.2004,lenke,ženska,,,21,,,juhe in zakuhe, zelenjavne juhe,
4407,Makaronovo meso,16.12.2004,ninca,spol ni določen oz. marsovec,,,11,1,10.11.2007,mesne jedi, govedina,
4411,Čokoladni sendvič,12.12.2004,jade,ženska,240 minut,30 koščkov,41,3,26.7.2010,sladice, pecivo,
4413,Muffini,17.12.2004,Veri,ženska,,12 do 18 kosov,83,5,4.6.2014,sladice, ostalo,
4419,Testo za pico,19.12.2004,Marjana1a,ženska,,,16,,,kruh,,
4440,Moj domači kruh,28.12.2004,harmonija,ženska,,1 kg kruha,121,27,19.2.2016,kruh,,
445,Kokosove kroglice,21.11.2000,,,,,20,6,8.10.2015,sladice, pecivo,
4458,Mini potica na hitro,2.1.2005,ligojna,ženska,90 minut,,53,8,25.12.2014,sladice, potice,
4461,Lignji s krompirjem v pečici,3.1.2005,sunflower@,ženska,,4 osebe,30,4,8.6.2014,morska hrana, ostalo,
4470,Svinjski kare v omaki,5.1.2005,galja,ženska,,,22,3,7.10.2010,mesne jedi, svinjina,
4472,Orehovi rogljički (brez jajc in mleka),5.1.2005,aki,ženska,60 minut,,25,1,7.1.2005,sladice, piškoti,
448,Čokoladna potica,21.11.2000,,,,,33,3,27.3.2016,sladice, potice,
4486,Sirova omaka za njoke ali testenine,7.1.2005,Veri,ženska,,za 6 oseb,8,,,omake, tople,
4491,Zdrobovi cmoki,8.1.2005,sijatjanek,ženska,,,51,2,13.1.2009,juhe in zakuhe, mesne,
4496,Svinjska ribica v testu,9.1.2005,Speranza,ženska,,,11,3,26.12.2008,mesne jedi, svinjina,
4517,Shepherd   (Pastirska pita),15.1.2005,julia,ženska,,4,87,16,23.2.2011,eksotika, Havaji,
4534,Pehtranov biskvit,19.1.2005,santina,ženska,,za 4 osebe,58,6,4.6.2014,sladice, pecivo,
4535,Tatarska omaka,20.1.2005,sijatjanek,ženska,,,25,2,8.9.2013,omake, prelivi,
4543,Bela limonina pita,22.1.2005,majdi,ženska,90 minut,,121,16,1.1.2016,sladice, pecivo,
4549,Torta vredna greha - čokoladna,24.1.2005,tjasa79,ženska,,,58,8,25.12.2009,sladice, torte,
4550,Ameriški ponvičniki,24.1.2005,d.,ženska,60 minut,,77,13,15.11.2011,sladice, palačinke,
4551,Kokosove rezine,24.1.2005,stana.r,ženska,60 minut,,278,44,19.2.2016,sladice, pecivo,
457,Kvašeni rogljički,21.11.2000,,,,,39,20,28.4.2016,sladice, pecivo,
4573,Vanilijeva krema za torte ali peciva,29.1.2005,jade,ženska,60 minut,Za 1 torto,33,5,24.4.2013,sladice, kreme za torte in peciva,
4589,Goveji golaž,1.2.2005,pinki,moški,,6,35,4,27.3.2016,mesne jedi, govedina,
4597,Dober tunin namaz,2.2.2005,nalin,ženska,15 minut,4 osebe,6,,,predjedi, hladne,
4599,Krompiruša (krompirjev štrudel),2.2.2005,bgajo,moški,45 minut,4,41,1,8.2.2009,ostale jedi,,
4607,Kokosovi rogljički,4.2.2005,kokos,ženska,,,22,11,19.12.2011,sladice, piškoti,
4608,Zdrobovi svaljki,4.2.2005,kokos,ženska,,,39,8,25.2.2015,priloge, ostalo,
4624,Vanilijeva krostata s sadjem,7.2.2005,björk,ženska,,,30,4,11.6.2009,sladice, ostalo,
4630,Skutine ledene kocke,9.2.2005,mary,ženska,,,55,1,18.9.2013,sladice, ostalo,
4640,Hitra tunina omaka,10.2.2005,Trixi,ženska,,1,14,2,27.8.2012,omake, tople,
4653,Sočna slivova pita,12.2.2005,tjas,ženska,,pekač 38x26 centimetrov,33,6,9.7.2015,sladice, pecivo,
466,Gobova omaka za testenine,30.11.2000,maurina,ženska,,,14,1,4.9.2007,gobje jedi,,
4663,Pustni krofi,8.2.2005,Reca,ženska,,12 krofov,664,80,12.2.2016,sladice, pecivo,
4664,Ajdovi štruklji s skuto,15.2.2005,kokos,ženska,,,25,2,6.1.2009,sirove jedi,,
4670,Pustni krofi,15.2.2005,Tanja Kocjan,ženska,90 minut,za 24 kosov,410,93,28.2.2016,sladice, pecivo,
4681,Čokoladna torta z maskarpone sirom,17.2.2005,jade,ženska,4+ ur,12 kosov,15,4,14.6.2013,sladice, torte,
4689,Ajdov kruh - hlebec,19.2.2005,Migla,ženska,,,83,13,7.7.2014,kruh,,
469,Makova potica,30.11.2000,Marinka,ženska,,,21,4,25.12.2014,sladice, potice,
4699,Ričet,21.2.2005,Riko,spol ni določen oz. marsovec,,,31,8,14.10.2012,enolončnice,,
4702,Hitri kokosovi piškoti,22.2.2005,bc,ženska,,,42,7,3.12.2013,sladice, piškoti,
4706,Pivska pizza,23.2.2005,lisicka,ženska,60 minut,4 zelo lačne,51,5,11.3.2015,kruh,,
4709,Jogurtova torta,24.2.2005,lsustar,spol ni določen oz. marsovec,,,61,12,25.8.2014,sladice, torte,
4723,Brokolijeva kremna juha,1.3.2005,ddarinka,ženska,,,40,4,29.8.2015,juhe in zakuhe, zelenjavne juhe,
4728,Pol koruzni kruh,2.3.2005,ssilva,ženska,120 minut,,21,10,3.6.2016,kruh,,
4733,Žemljice,3.3.2005,Migla,ženska,,,149,20,11.2.2014,kruh,,
4736,Rižev narastek malo drugače,3.3.2005,kokos,ženska,,,12,1,18.1.2011,sladice, ostalo,
4749,Zelo rahel polnozrnat kruh s semeni  v kruhomatu,6.3.2005,aki,ženska,180 minut,1 kg,42,4,16.2.2009,kruh,,Bolj zdrava jed
4768,Lepinja,10.3.2005,bozena,ženska,60 minut,2 kosa,113,10,17.7.2014,kruh,,
4784,Žepki,12.3.2005,gordana,ženska,,,43,11,16.3.2015,sladice, pecivo,
4788,Čokoladna torta za vsakogar,13.3.2005,bozena,ženska,,8 - 12 kosov,25,8,14.9.2011,sladice, torte,
4790,Tiramisu brez jajc,13.3.2005,Andreia,ženska,,10 porcij,26,2,28.8.2014,sladice, ostalo,
4796,Gobova omaka,15.3.2005,dj,ženska,,,15,,,omake, tople,
4808,Prekmurska gibanica po moje,20.3.2005,jade,ženska,180 minut,30 koščkov,86,23,6.12.2015,sladice, pecivo,
4817,Puranji zvitki z bučko in sirom,19.3.2005,tjas,ženska,,2,30,5,14.4.2014,mesne jedi, perutnina,
4828,Vanilijevi rogljički Migla,21.3.2005,Migla,ženska,30 minut,,87,19,28.12.2015,sladice, piškoti,
4835,Pinca (primorski velikonočni kruh),23.3.2005,terlikar 1,ženska,,,61,16,28.3.2016,kruh,,
4842,Osnovno vlečeno testo,25.3.2005,dalsi,ženska,,,92,13,9.2.2015,sladice, ostalo,
4888,Najboljši mlečni kruhek,7.4.2005,Veri,ženska,,"za  eno pletenico, slabo kilo",65,21,14.4.2015,kruh,,
4907,Pohorski lonec,16.4.2005,zima,ženska,,,11,1,24.1.2013,enolončnice,,
4955,Biskvitne rezine z jagodami,3.5.2005,terlikar 1,ženska,,,34,8,13.6.2012,sladice, ostalo,
4956,Kremna porova juha,3.5.2005,klavdija mustar,ženska,,4 osebe,38,6,24.3.2014,juhe in zakuhe, zelenjavne juhe,
4959,Vaflji (Waffeln - osnovni recept),4.5.2005,Migla,ženska,30 minut,,19,3,9.11.2013,sladice, ostalo,
4964,Kruhki za žur,6.5.2005,DROT,moški,,Za 4 osebe,56,21,4.8.2013,kruh,,
4969,Super kremšnite,7.5.2005,barbaronca,ženska,,,36,2,7.9.2011,sladice, ostalo,
4972,Mafini,8.5.2005,Anansie,ženska,,za 12 kosov,43,8,17.2.2014,sladice, pecivo,
4990,Hladna čokoladna torta z jagodami,15.5.2005,jade,ženska,4+ ur,12 kosov,22,4,1.8.2012,sladice, torte,
5017,Rižev narastek po moje,25.5.2005,burbonka,ženska,,,45,6,28.4.2016,sladice, ostalo,
5024,Cvetačna juha,28.5.2005,Julya,ženska,30 minut,4 osebe,4,2,12.2.2016,juhe in zakuhe, zelenjavne juhe,
5034,Makove ali sirove štručke,28.5.2005,Dusano,moški,120 minut,cirka 20 komadov ,78,17,29.8.2015,kruh,,
5044,Goveji golaž,3.6.2005,sarabande,moški,120 minut,za 8 oseb,84,5,3.4.2016,mesne jedi, govedina,
5047,Čebelji pik,4.6.2005,Zupca,spol ni določen oz. marsovec,120 minut,,70,9,28.2.2012,sladice, pecivo,
5051,Idrijski žlikrofi,7.6.2005,bbgg,moški,,150 kosov (4 - 6 oseb),40,10,24.1.2013,testenine,,
5066,Enolončnica z mletim mesom,10.6.2005,mamamia,ženska,,za štiri osebe,13,1,11.11.2008,enolončnice,,
5076,Sirov burek,14.6.2005,,,,,77,17,19.2.2016,sirove jedi,,
5082,Carski tunin namaz,16.6.2005,,,,,22,1,5.1.2010,predjedi, hladne,
5114,Schwarzwaldska torta,27.6.2005,_ZALA_,spol ni določen oz. marsovec,,16 kosov,66,18,30.5.2014,sladice, torte,
5138,Skutna torta - preprosta in osvežilna,7.7.2005,Reby,ženska,,,13,12,23.7.2013,sladice, torte,
5145,Lignji v ponvi za začetnike,8.7.2005,moven,moški,,,22,1,26.1.2009,morska hrana, ostalo,
5163,Svinjski zrezki v naravni omaki,14.7.2005,petramark,ženska,,za 2 osebi,16,1,13.11.2009,mesne jedi, svinjina,
5193,Zrezki v smetanovi omaki,23.7.2005,sonchika,ženska,30 minut,2,14,1,1.9.2008,mesne jedi, svinjina,
5196,Morska rižota a´la tej,24.7.2005,nalin,ženska,45 minut,2,23,3,6.7.2015,morska hrana, ostalo,
5206,Zelenjavna začimbna zmes,27.7.2005,lmiran,moški,,,59,6,28.10.2012,ozimnica, slani shranki,
5228,Koruzni kruh - slasten na kvadrat,5.8.2005,vanjatajnsek,ženska,,,137,22,27.9.2015,kruh,,
5230,Jogurtov biskvit,6.8.2005,janja14,ženska,,,33,7,4.8.2015,sladice, pecivo,
5234,Kumarična omaka,8.8.2005,carmen,ženska,,,19,1,15.2.2006,omake, tople,
5247,Polnjene bučke,15.8.2005,carmen,ženska,,za 2 osebi,18,1,2.8.2005,ostale jedi,,
5251,Pingvin rezine,16.8.2005,brči,ženska,,,46,2,15.5.2009,sladice, pecivo,
5258,Sočen Jelka biskvit,19.8.2005,gordana,ženska,,,32,2,1.11.2009,sladice, ostalo,
5350,Serdiški valovi,7.9.2005,DUŠANKA,ženska,120 minut,,72,11,9.9.2016,sladice, pecivo,
5351,Sadna torta,7.9.2005,DUŠANKA,ženska,90 minut,,38,7,26.2.2009,sladice, torte,
5357,Rolada z jabolki,9.9.2005,martinazu,ženska,,,45,12,15.5.2016,sladice, ostalo,
5383,Puranji zrezki v mandljevi omaki,14.9.2005,sarabande,moški,,za 4 osebe,31,7,16.7.2011,mesne jedi, perutnina,
5412,Nadevani lignji,20.9.2005,DUŠANKA,ženska,120 minut,,43,6,2.5.2015,morska hrana, ostalo,
5427,Bezgova marmelada,24.9.2005,DUŠANKA,ženska,120 minut,4 mali kozarčki,22,2,15.9.2008,ozimnica, sladki shranki,
5428,Bučkina kremna juha,25.9.2005,recepti,ženska,30 minut,4 osebe,72,12,8.1.2015,juhe in zakuhe, zelenjavne juhe,
5437,Bučkina juha,28.9.2005,urssula,ženska,,za 4 osebe,14,1,13.9.2008,juhe in zakuhe, zelenjavne juhe,
5452,Breskvice,1.10.2005,urssula,ženska,,,57,11,23.10.2015,sladice, piškoti,
5453,Skutine rezine,1.10.2005,urssula,ženska,,,45,9,5.11.2013,sladice, pecivo,
5467,"""Cepkane""  paprike",23.9.2005,stana.r,ženska,,ozimnica,116,10,18.1.2011,ozimnica, slani shranki,
5469,Kokosove kocke,22.9.2005,dascha,ženska,60 minut,okoli 15 kosov,56,8,21.10.2011,sladice, pecivo,
5493,Jogurtovo pecivo s pehtranom,3.10.2005,Majai,ženska,,,29,4,25.7.2015,sladice, pecivo,
5510,Miške,5.10.2005,piap,ženska,,,46,6,23.2.2015,sladice, ostalo,
5513,Zdrobov narastek,10.10.2005,Riko,spol ni določen oz. marsovec,45 minut,,46,9,23.6.2015,sladice, pecivo,
5522,Mesni burek,6.10.2005,anja,ženska,,3,47,9,9.11.2014,mesne jedi, sesekljano meso,
5533,Somun - bosanska lepinja,7.10.2005,Zvezdana,ženska,,3 kosi,89,10,5.4.2015,kruh,,
