id,naslov,objava,avtor,spol,priprava,kolicina,stmnenj,stfoto,zadnjafoto,kategorija,podkategorija,zdravajed,letofoto,letoobjave,idavtorja
11435,Puranji zrezki v gobovi omaki,23.5.2008,"{'id': 'lunastar', 'avtor': 'lunastar'}",ženska,45,Za 4 osebe,22,1,23.5.2008,, perutnina,0,2008,2008,lunastar
12416,Napihnjenčki,19.3.2009,"{'id': 'vanja_v_zda', 'avtor': 'Vanja_v_ZDA'}",ženska,45,9 komadov,57,23,4.10.2014,,,0,2014,2009,vanja_v_zda
14559,(Pijane) breskvice,20.12.2010,"{'id': 'leyla_', 'avtor': 'Leyla_'}",ženska,240,cca. 80 breskvic,37,11,14.6.2014,, piškoti,0,2014,2010,leyla_
13235,Gobova juha s krompirjem,27.11.2009,"{'id': 'pvxlmgerlboiytsj', 'avtor': 'magic girl'}",ženska,75,4,14,3,21.10.2012,, zelenjavne juhe,0,2012,2009,pvxlmgerlboiytsj
5017,Rižev narastek po moje,25.5.2005,"{'id': 'burbonka', 'avtor': 'burbonka'}",ženska,,,45,6,28.4.2016,, ostalo,0,2016,2005,burbonka
3362,Pizza šefa kuhinje,8.3.2004,"{'id': 'ligojna', 'avtor': 'ligojna'}",ženska,,4 osebe,73,11,11.4.2014,,,0,2014,2004,ligojna
10121,Ledena mascarpone torta,4.6.2007,"{'id': 'mamamia', 'avtor': 'mamamia'}",ženska,120,za deset oseb,28,10,4.4.2016,, torte,0,2016,2007,mamamia
11249,Linški piškoti,28.3.2008,"{'id': 'angelique', 'avtor': 'Angelique'}",ženska,90,,13,3,24.7.2011,, piškoti,0,2011,2008,angelique
11308,Čemaževa juha,12.4.2008,"{'id': 'karamazov', 'avtor': 'karamazov'}",spol ni določen oz. marsovec,15,za 2 osebi,31,7,18.5.2016,, zelenjavne juhe,0,2016,2008,karamazov
19514,Pizza ruladice,15.3.2014,"{'id': 'Tjasa82', 'avtor': 'Tjasa82'}",ženska,30,Probližno 16 kosov,15,7,18.6.2014,, slano pecivo,0,2014,2014,Tjasa82
14047,Krema za cupcakes - Cake frosting,7.8.2010,"{'id': 'vanja_v_zda', 'avtor': 'Vanja_v_ZDA'}",ženska,15,za 8 do 10,81,14,21.5.2012,, kreme za torte in peciva,0,2012,2010,vanja_v_zda
16498,Svinjska ribica v gorčični omaki,14.1.2012,"{'id': 'mamamia', 'avtor': 'mamamia'}",ženska,15,za štiri osebe,29,4,29.4.2013,, svinjina,0,2013,2012,mamamia
9545,Frcokle,11.1.2007,"{'id': 'kx0pi9ke7t7zgi4h', 'avtor': '.packa.'}",ženska,90,,59,10,7.2.2012,, slano pecivo,0,2012,2007,kx0pi9ke7t7zgi4h
5705,Čokoladno - jagodna torta,8.11.2005,"{'id': 'mamamia', 'avtor': 'mamamia'}",ženska,,za 16 kosov-,44,11,1.5.2016,, torte,0,2016,2005,mamamia
13756,Moje princeske,29.4.2010,"{'id': 's09c9rrprvy0g5ao', 'avtor': 'sabina bina'}",ženska,90,,22,15,9.2.2015,, ostalo,0,2015,2010,s09c9rrprvy0g5ao
5251,Pingvin rezine,16.8.2005,"{'id': 'vhvdjz5ifquxzsuo', 'avtor': 'brči'}",ženska,,,46,2,15.5.2009,, pecivo,0,2009,2005,vhvdjz5ifquxzsuo
5082,Carski tunin namaz,16.6.2005,"{'id': None, 'avtor': None}",,,,22,1,5.1.2010,, hladne,0,2010,2005,
11073,Flancati (po moji mami - krhki),22.2.2008,"{'id': 'katja_no1', 'avtor': 'katja_no1'}",ženska,75,,15,3,6.3.2014,, pecivo,0,2014,2008,katja_no1
6400,Mleta pečenka,11.4.2006,"{'id': 'Rozmarincek', 'avtor': 'anamarija1'}",spol ni določen oz. marsovec,90,6 oseb,31,6,23.7.2012,, sesekljano meso,0,2012,2006,Rozmarincek
14107,Mesne kroglice v paradižnikovi omaki,28.8.2010,"{'id': 'jannaa', 'avtor': 'Jannaa'}",ženska,75,za 5 oseb,20,4,13.5.2011,, sesekljano meso,0,2011,2010,jannaa
10575,Lepinje - Dafke,16.10.2007,"{'id': 'dafke', 'avtor': 'Dafke'}",moški,90,4,49,9,7.2.2012,,,0,2012,2007,dafke
2478,Vojaški pasulj,27.3.2003,"{'id': 'prekmurc', 'avtor': 'prekmurc'}",moški,,,44,2,6.12.2012,,,0,2012,2003,prekmurc
12685,"Orehove napolitanke, najboljše!!!",11.6.2009,"{'id': 'slava', 'avtor': 'slava'}",ženska,120,,34,8,11.2.2014,, pecivo,0,2014,2009,slava
14649,Macarons,13.1.2011,"{'id': 'misolovka', 'avtor': 'Misolovka'}",ženska,45,cca 25,65,18,7.9.2015,, piškoti,0,2015,2011,misolovka
3670,Ribe iz pečice,9.5.2004,"{'id': 'trixi', 'avtor': 'Trixi'}",ženska,,2,31,3,18.6.2013,, ribe,0,2013,2004,trixi
16199,Domača vroča čokolada,13.12.2011,"{'id': 'sweetie', 'avtor': 'Sweetie'}",ženska,5,,62,9,28.1.2014,, brezalkoholni,0,2014,2011,sweetie
5647,Žajbljev limončelo,19.10.2005,"{'id': 'recepti', 'avtor': 'recepti'}",ženska,,,32,1,26.10.2006,, pijače,0,2006,2005,recepti
2468,Angelsko pecivo,24.3.2003,"{'id': 'Loni', 'avtor': 'Loni'}",spol ni določen oz. marsovec,60,,30,7,24.3.2013,, pecivo,0,2013,2003,Loni
13790,Rolada iz ajdove moke!,10.5.2010,"{'id': 'alen1993', 'avtor': 'alen1993'}",spol ni določen oz. marsovec,90,4 osebe,50,11,8.3.2016,, ostalo,0,2016,2010,alen1993
12834,Paradižnikovi koščki (shranek),6.8.2009,"{'id': 'rimljanka', 'avtor': 'rimljanka'}",ženska,60,poljubno,127,16,9.9.2015,, slani shranki,0,2015,2009,rimljanka
11152,Ježki,4.3.2008,"{'id': 'roncolino', 'avtor': 'Roncolino'}",ženska,180,50 kosov,32,17,27.10.2015,, pecivo,0,2015,2008,roncolino
6135,Omaka bolognese,22.2.2006,"{'id': '7indi61bjpz3o2pu', 'avtor': 'piščanec'}",ženska,180,6,20,1,27.2.2006,, prelivi,0,2006,2006,7indi61bjpz3o2pu
5888,Palačinke s skuto,20.12.2005,"{'id': 'btw7a10tzi3fuawl', 'avtor': 'Pitončica'}",spol ni določen oz. marsovec,90,za 6 oseb,29,5,9.4.2016,, palačinke,0,2016,2005,btw7a10tzi3fuawl
3494,"Testo za lazanjo, torteline, raviole",30.3.2004,"{'id': 'ligojna', 'avtor': 'ligojna'}",ženska,,,45,14,21.6.2010,, ostalo,0,2010,2004,ligojna
13940,Gosta jagodna marmelada,10.7.2010,"{'id': 'ibiza', 'avtor': 'ibiza'}",moški,60,,13,4,20.6.2016,, sladki shranki,0,2016,2010,ibiza
5927,Lešnikova potica,7.1.2006,"{'id': 'sissi', 'avtor': 'sissi'}",ženska,120,približno 35 kosov,16,8,28.12.2015,, potice,0,2015,2006,sissi
6320,Kokosovo - kakavova potica,27.3.2006,"{'id': 'val', 'avtor': 'val'}",ženska,,,73,10,14.10.2014,, potice,0,2014,2006,val
2671,Grška solata,13.6.2003,"{'id': 'bojan79', 'avtor': 'bojan79'}",moški,,,26,8,12.8.2013,,,1,2013,2003,bojan79
258,Francoska solata,9.3.1999,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,34,3,26.12.2010,,,0,2010,1999,marinka
3055,Kruhov narastek,23.12.2003,"{'id': 'karmenslo', 'avtor': 'karmenslo'}",ženska,,4-6 oseb,29,9,22.11.2009,,,0,2009,2003,karmenslo
17823,Zmagovalni bananin kruh,8.11.2012,"{'id': 'Moana', 'avtor': 'Moana'}",ženska,75,,34,10,24.3.2016,, pecivo,0,2016,2012,Moana
5964,Ajdova kaša z zelenjavo,15.1.2006,"{'id': 'mamamia', 'avtor': 'mamamia'}",ženska,,za osem oseb,32,2,17.1.2013,,,1,2013,2006,mamamia
4384,Mlečni kruh,7.12.2004,"{'id': 'jade', 'avtor': 'jade'}",ženska,240,1 hlebec,64,12,19.2.2016,,,0,2016,2004,jade
11014,Koruzna kremna juha - mehiška,30.1.2008,"{'id': 'bannanna', 'avtor': 'bannanna'}",ženska,45,4 osebe,51,6,28.2.2016,, zelenjavne juhe,0,2016,2008,bannanna
2956,Teranov liker,3.11.2003,"{'id': 'jasnokrasna', 'avtor': 'jasnokrasna'}",spol ni določen oz. marsovec,,1 liter,45,3,14.4.2009,, alkoholni,0,2009,2003,jasnokrasna
10132,Skutina  pita,8.6.2007,"{'id': 'sj9i7sbdx1gemmvw', 'avtor': 'ursula.s'}",spol ni določen oz. marsovec,90,,28,5,16.3.2016,, pecivo,0,2016,2007,sj9i7sbdx1gemmvw
5671,Pijana nevesta,30.10.2005,"{'id': 'misslady', 'avtor': 'MissLady'}",ženska,,,40,6,21.4.2012,, pecivo,0,2012,2005,misslady
15953,Fini keksi,14.11.2011,"{'id': 'fhsyt13bad9irubd', 'avtor': 'jure luka'}",ženska,60,,12,5,24.12.2014,, piškoti,0,2014,2011,fhsyt13bad9irubd
10279,Ledene kocke,14.2.2008,"{'id': 'deklina', 'avtor': 'DEKLINA'}",ženska,75,,24,7,14.7.2014,, ostalo,0,2014,2008,deklina
2035,Breskve,21.9.2002,"{'id': 'megi', 'avtor': 'megi'}",ženska,,,59,16,17.4.2016,, pecivo,0,2016,2002,megi
2407,Najboljša jabolčna pita,19.2.2003,"{'id': 'tiuba', 'avtor': 'TIUBA'}",ženska,,za približno 12 kosov,20,3,6.8.2016,, pecivo,0,2016,2003,tiuba
6413,Dušeno sladko zelje,12.4.2006,"{'id': 'val', 'avtor': 'val'}",ženska,75,,42,3,6.12.2012,,,0,2012,2006,val
4149,Belokranjska pogača,29.9.2004,"{'id': 'bbgg', 'avtor': 'bbgg'}",moški,,,12,3,14.2.2014,,,0,2014,2004,bbgg
3690,Čokoladno - bananini mafini,18.5.2004,"{'id': 'Loni', 'avtor': 'Loni'}",spol ni določen oz. marsovec,45,12 kosov,41,5,18.8.2012,, pecivo,0,2012,2004,Loni
10931,Jabolčno pecivo s keksi,12.1.2008,"{'id': 'duskamb', 'avtor': 'duskamb'}",ženska,45,velik pekač!!!!,29,8,22.8.2016,, ostalo,0,2016,2008,duskamb
14002,Jogurtovo pecivo,26.7.2010,"{'id': 'bernarda85', 'avtor': 'Bernarda85'}",ženska,300,1 pekač,9,6,3.2.2013,, pecivo,0,2013,2010,bernarda85
8244,Super domača začimbna mešanica,9.11.2006,"{'id': 'inkubaterica', 'avtor': 'inkubaterica'}",spol ni določen oz. marsovec,,,24,2,17.9.2010,,,0,2010,2006,inkubaterica
3834,Pad Thai (praženi rezanci po tajsko),13.7.2004,"{'id': 'malan', 'avtor': 'malan'}",spol ni določen oz. marsovec,,za 2 osebi,33,8,22.8.2014,, ostale dežele,0,2014,2004,malan
7089,Polpeti - navadni,30.8.2006,"{'id': 'bernarda85', 'avtor': 'Bernarda85'}",ženska,,4 osebe,22,1,18.4.2007,, ostalo,0,2007,2006,bernarda85
5926,Sadni kruh,1.1.2006,"{'id': 'koderkoli', 'avtor': 'koderkoli'}",ženska,,za dva rebrasta pekača,29,8,10.12.2015,, pecivo,0,2015,2006,koderkoli
131,Krompirjevi njoki,26.6.1998,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,21,3,8.1.2016,,,0,2016,1998,marinka
16032,Rafaello mafini,26.11.2011,"{'id': 'smernica', 'avtor': 'smernica'}",ženska,30,24 kosov,11,13,17.1.2016,,,0,2016,2011,smernica
1633,Bounty,14.1.2002,"{'id': 'tiuba', 'avtor': 'TIUBA'}",ženska,,,86,2,21.8.2009,, pecivo,0,2009,2002,tiuba
5667,Ace rezine,28.10.2005,"{'id': 'suzi', 'avtor': 'suzi'}",ženska,,,20,3,11.5.2013,, pecivo,0,2013,2005,suzi
329,Jaffa pecivo,26.1.1998,"{'id': None, 'avtor': None}",,,,53,6,26.1.2016,, pecivo,0,2016,1998,
302,Blejske kremne rezine,6.4.2000,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,36,7,24.10.2011,, pecivo,0,2011,2000,marinka
4784,Žepki,12.3.2005,"{'id': 'gordana', 'avtor': 'gordana'}",ženska,,,43,11,16.3.2015,, pecivo,0,2015,2005,gordana
8177,Fižol v pečici,25.10.2006,"{'id': 'bogot', 'avtor': 'BogoT'}",moški,,2 zeeelo lačni osebi,21,2,31.10.2006,,,0,2006,2006,bogot
10498,Tortilje,25.9.2007,"{'id': 'umki', 'avtor': 'umki'}",spol ni določen oz. marsovec,15,8 kosov,17,4,26.1.2016,, ostale dežele,0,2016,2007,umki
6065,Schwarzwaldski muffini,9.2.2006,"{'id': 'kristinag', 'avtor': 'KristinaG'}",ženska,,24 kosov,52,7,22.1.2015,, ostalo,0,2015,2006,kristinag
5717,Mesna lazanja,15.11.2005,"{'id': 'btw7a10tzi3fuawl', 'avtor': 'Pitončica'}",spol ni določen oz. marsovec,,za 6 do 8 oseb,17,5,16.6.2011,,,0,2011,2005,btw7a10tzi3fuawl
11910,Pasteis de nata,17.11.2008,"{'id': 'spagon', 'avtor': 'spagon'}",ženska,120,24,24,14,17.5.2013,, pecivo,0,2013,2008,spagon
1336,Musaka a la David,3.9.2001,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,40,1,20.1.2009,, sesekljano meso,0,2009,2001,riko
9627,Super torta,29.1.2007,"{'id': 'majekzmajek', 'avtor': 'majekzmajek'}",ženska,,,50,18,20.1.2014,, torte,0,2014,2007,majekzmajek
5357,Rolada z jabolki,9.9.2005,"{'id': 'martinazu', 'avtor': 'martinazu'}",ženska,,,45,12,15.5.2016,, ostalo,0,2016,2005,martinazu
2418,Čokoladne palčke,21.2.2003,"{'id': 'elaphus', 'avtor': 'elaphus'}",ženska,,,12,6,31.12.2013,, piškoti,0,2013,2003,elaphus
1755,Jogurtov biskvit,14.3.2002,"{'id': 'Loni', 'avtor': 'Loni'}",spol ni določen oz. marsovec,60,,70,4,8.6.2014,, pecivo,0,2014,2002,Loni
8103,Čokoladno - kokosova torta z bananami,12.10.2006,"{'id': 'anagerzina', 'avtor': 'anagerzina'}",ženska,,,34,17,21.6.2015,, torte,0,2015,2006,anagerzina
23,Prekmurski bograč,11.4.1999,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,16,4,12.9.2012,,,0,2012,1999,marinka
3543,Kokosovi poljubčki,7.4.2004,"{'id': 'sladkosned', 'avtor': 'sladkosned'}",moški,,,15,10,23.8.2015,, piškoti,0,2015,2004,sladkosned
6986,Pšenične tortilje ala Veri,9.8.2006,"{'id': 'veri', 'avtor': 'Veri'}",ženska,,za 8 tortilj - za 4 osebe ali 2 lačna fanta,55,14,16.11.2014,, ostale dežele,0,2014,2006,veri
10947,Palačinke s skuto + osnovni recept za palačinke,15.1.2008,"{'id': 'jolbedzvqi997j2d', 'avtor': 'uros 99'}",moški,30,,50,9,19.7.2014,, palačinke,0,2014,2008,jolbedzvqi997j2d
10550,Puranje roladice v sirovi omaki,10.10.2007,"{'id': 'w0crvf64f4fsoygb', 'avtor': 'a1'}",ženska,45,za 4 osebe,23,7,26.11.2014,, perutnina,0,2014,2007,w0crvf64f4fsoygb
2358,Santa Barbara,26.1.2003,"{'id': 'n44bs0kszsickmks', 'avtor': 'Tanja Kocjan'}",ženska,,,46,12,3.12.2013,, pecivo,0,2013,2003,n44bs0kszsickmks
8293,Gibanica na hitro,20.11.2006,"{'id': 'o6ce6v0b0xabmgx1', 'avtor': 'renata.zagmajster@kabelnet.net'}",ženska,,,29,2,10.5.2007,, pecivo,0,2007,2006,o6ce6v0b0xabmgx1
10811,Praznični piškoti,15.12.2007,"{'id': 'u9dbgx1l23x5wadt', 'avtor': 'baby girl'}",spol ni določen oz. marsovec,75,,35,5,30.3.2015,, piškoti,0,2015,2007,u9dbgx1l23x5wadt
12341,Zdrobovo pecivo,26.2.2009,"{'id': 'migla', 'avtor': 'Migla'}",ženska,60,,18,7,22.1.2016,, pecivo,0,2016,2009,migla
4289,Testeninska solata kot samostojna jed,9.11.2004,"{'id': 'pumpkin', 'avtor': 'Pumpkin'}",ženska,,za 2 zelo lačna,14,2,24.7.2010,,,0,2010,2004,pumpkin
8291,Čokoladno - orehove lunice,20.11.2006,"{'id': 'anja27', 'avtor': 'anja27'}",ženska,,cca. 35 piškotov,48,10,17.6.2012,, piškoti,0,2012,2006,anja27
9882,Čokoladni muffini,24.3.2007,"{'id': 'u9dbgx1l23x5wadt', 'avtor': 'baby girl'}",spol ni določen oz. marsovec,,za 12 muffinov,35,13,19.4.2014,, ostalo,0,2014,2007,u9dbgx1l23x5wadt
9406,Hitra torta z jabolki,20.12.2006,"{'id': 'mansaj', 'avtor': 'mansaj'}",ženska,,,41,13,20.6.2016,, pecivo,0,2016,2006,mansaj
9371,Brokolijev narastek,17.12.2006,"{'id': 'majdi', 'avtor': 'majdi'}",ženska,45,za 4 do 6 oseb,12,3,19.9.2010,,,0,2010,2006,majdi
10278,Slani mafini z bučkami,1.8.2007,"{'id': 'jelenckova', 'avtor': 'Jelenckova'}",spol ni določen oz. marsovec,60,cca 12,39,5,8.3.2012,, slano pecivo,0,2012,2007,jelenckova
19302,Pomarančni tiramisu,16.1.2014,"{'id': 'DBpek', 'avtor': 'DBpek'}",moški,30,,39,8,27.1.2015,, torte,0,2015,2014,DBpek
17224,Maslena krema z belo čokolado,26.5.2012,"{'id': 'bannanna', 'avtor': 'bannanna'}",ženska,15,"600 ml, za 24 kolačkov",47,8,20.1.2014,, kreme za torte in peciva,0,2014,2012,bannanna
12062,Čokoladna rulada z vanilijevo kremo,23.12.2008,"{'id': 'anitka_', 'avtor': 'anitka_'}",ženska,30,približno 10 kosov,17,4,11.1.2013,, ostalo,0,2013,2008,anitka_
324,Indijančki,13.10.1999,"{'id': None, 'avtor': None}",,,,46,11,29.8.2015,, pecivo,0,2015,1999,
14218,Jagodna mascarpone torta,30.9.2010,"{'id': 'roux', 'avtor': 'Roux'}",spol ni določen oz. marsovec,120,,3,2,2.6.2013,, torte,0,2013,2010,roux
4653,Sočna slivova pita,12.2.2005,"{'id': 'tjas', 'avtor': 'tjas'}",ženska,,pekač 38x26 centimetrov,33,6,9.7.2015,, pecivo,0,2015,2005,tjas
14451,Kisla repa,24.11.2010,"{'id': 'ifc2zwdsqchitowa', 'avtor': 'Gdč Jasmina'}",ženska,30,,6,1,18.11.2010,, ostalo,0,2010,2010,ifc2zwdsqchitowa
5582,Čokolatini Baci,13.10.2005,"{'id': '1bdv35xaykwwsb40', 'avtor': 'šjorca'}",ženska,,14 kosov,60,16,1.1.2014,, ostalo,0,2014,2005,1bdv35xaykwwsb40
15861,Salzburški žličniki,26.10.2011,"{'id': 'bannanna', 'avtor': 'bannanna'}",ženska,30,2 osebi,56,14,4.12.2014,, ostalo,0,2014,2011,bannanna
13340,Rojal masa,27.12.2009,"{'id': 'gocap', 'avtor': 'GocaP'}",spol ni določen oz. marsovec,5,,46,25,2.6.2013,, ostalo,0,2013,2009,gocap
6371,"Žganci - krompirjevi, beli",6.4.2006,"{'id': 'scorpy', 'avtor': 'Scorpy'}",ženska,60,4,59,4,31.1.2016,,,0,2016,2006,scorpy
15605,Focaccia,1.9.2011,"{'id': 'bannanna', 'avtor': 'bannanna'}",ženska,120,1 pekač od pečice,21,16,2.3.2015,,,0,2015,2011,bannanna
12199,Quiche z brokolijem,25.1.2009,"{'id': 'vanja_v_zda', 'avtor': 'Vanja_v_ZDA'}",ženska,75,Pekač 24 cm premera,21,9,24.4.2013,, ostalo,0,2013,2009,vanja_v_zda
15442,Pingvinčki,13.7.2011,"{'id': 'sweetie', 'avtor': 'Sweetie'}",ženska,30,poljubna,25,7,27.2.2014,, hladne,0,2014,2011,sweetie
3417,Pomarančna torta brez moke,17.3.2004,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,30,6,14.4.2016,, torte,0,2016,2004,riko
1894,Urškino pecivo,16.7.2002,"{'id': 'tjanca', 'avtor': 'Tjanca'}",ženska,,,32,1,6.5.2007,, ostalo,0,2007,2002,tjanca
13558,Vložena fižolova solata,2.3.2010,"{'id': 'arepnik', 'avtor': 'arepnik'}",moški,60,10-12,28,1,2.3.2010,, ostalo,0,2010,2010,arepnik
6292,Ričet - kmečki,23.3.2006,"{'id': 'xzevy5dpgt2st6ws', 'avtor': 'Rožica'}",ženska,,,29,3,29.1.2016,,,0,2016,2006,xzevy5dpgt2st6ws
3823,Slastno sočno pecivo,9.7.2004,"{'id': 'stanka', 'avtor': 'stanka'}",ženska,,,35,2,9.2.2012,, pecivo,0,2012,2004,stanka
4969,Super kremšnite,7.5.2005,"{'id': 'barbaronca', 'avtor': 'barbaronca'}",ženska,,,36,2,7.9.2011,, ostalo,0,2011,2005,barbaronca
13819,Čokoladno-jagodna mascarpone torta,21.5.2010,"{'id': 'sabinicak', 'avtor': 'SabinicaK'}",ženska,180,,16,7,21.6.2015,, torte,0,2015,2010,sabinicak
9966,Zelenjavni kuskus,12.4.2007,"{'id': 'bellatrix', 'avtor': 'bellatrix'}",spol ni določen oz. marsovec,30,3-4 porcije,22,5,26.5.2015,,,0,2015,2007,bellatrix
6682,Hrenovke v skutnem testu,2.6.2006,"{'id': 'ursa40', 'avtor': 'ursa40'}",ženska,,,72,10,11.2.2014,, hladne,0,2014,2006,ursa40
9355,Zbrano praznično pecivo,15.12.2006,"{'id': 'muffin', 'avtor': 'muffin'}",ženska,,,94,99,14.7.2014,, piškoti,0,2014,2006,muffin
10606,Dobri skutini cmoki,24.10.2007,"{'id': 'alovsin', 'avtor': 'alovsin'}",ženska,15,Odvisno od veličine,27,6,24.12.2014,, ostalo,0,2014,2007,alovsin
14372,Pisani kozarčki,5.11.2010,"{'id': 'btw7a10tzi3fuawl', 'avtor': 'Pitončica'}",spol ni določen oz. marsovec,60,odvisno,40,5,3.4.2011,, ostalo,0,2011,2010,btw7a10tzi3fuawl
6671,Enolončnica s hrenovkami,31.5.2006,"{'id': 'al1a', 'avtor': 'Al1a'}",ženska,,za 6 jedcev,27,1,21.8.2008,,,0,2008,2006,al1a
216,Hobotnica v solati,13.11.1998,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,27,2,9.2.2011,, ostalo,1,2011,1998,marinka
14781,Krompirjev langaš,17.2.2011,"{'id': 'annabella25', 'avtor': 'Annabella25'}",ženska,90,za 4 osebe,24,5,21.2.2012,, krompir,0,2012,2011,annabella25
20057,Ekstremno dobra torta,29.10.2014,"{'id': 'lellykely', 'avtor': 'lellykely'}",ženska,180,,22,13,9.4.2016,, torte,0,2016,2014,lellykely
8228,Linški kokosovi piškoti,5.11.2006,"{'id': 'dgf4zn05uk5htvs4', 'avtor': 'DUŠANKA'}",ženska,120,,27,13,1.1.2016,, piškoti,0,2016,2006,dgf4zn05uk5htvs4
125,Prebranac,3.12.1998,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,51,9,6.12.2011,, ostalo,0,2011,1998,marinka
4736,Rižev narastek malo drugače,3.3.2005,"{'id': 'kokos', 'avtor': 'kokos'}",ženska,,,12,1,18.1.2011,, ostalo,0,2011,2005,kokos
12528,Otroške sanje,16.4.2009,"{'id': 'Rozmarincek', 'avtor': 'anamarija1'}",spol ni določen oz. marsovec,60,Keramični pekač premer 25 cm,61,6,5.3.2012,, ostalo,0,2012,2009,Rozmarincek
11183,Rižota z jurčki,10.3.2008,"{'id': 'MorskaMedvedka', 'avtor': 'morska medvedka'}",ženska,45,4 osebe,19,4,21.10.2012,,,0,2012,2008,MorskaMedvedka
6283,Špinačni narastek s feta sirom,22.3.2006,"{'id': 'ogtze60n3kv66hw4', 'avtor': 'klavdija mustar'}",ženska,,6 kosov,28,5,20.9.2010,,,0,2010,2006,ogtze60n3kv66hw4
11577,Kruhovi cmoki,28.7.2008,"{'id': 'z3z1gjibg9a848ms', 'avtor': 'angie.orhideja'}",ženska,30,,15,5,4.6.2014,, cmoki,0,2014,2008,z3z1gjibg9a848ms
8308,Božično - novoletno pecivo,28.11.2006,"{'id': 'mamamia', 'avtor': 'mamamia'}",ženska,,za vso družino in prijatelje,38,26,28.12.2015,, piškoti,0,2015,2006,mamamia
14777,Piščančje tortilje,16.2.2011,"{'id': 'kikerada', 'avtor': 'kikerada'}",ženska,60,,5,8,9.11.2013,, perutnina,0,2013,2011,kikerada
18083,Bučna rulada,24.1.2013,"{'id': '9lcucaxk7y9l02oj', 'avtor': 'dišeči vrt'}",ženska,45,,8,2,29.1.2013,, pecivo,0,2013,2013,9lcucaxk7y9l02oj
4335,Dvojna čokoladna torta,20.11.2004,"{'id': 'jade', 'avtor': 'jade'}",ženska,300,12 kosov,90,37,25.10.2013,, torte,0,2013,2004,jade
13324,Jabolčna pita,21.12.2009,"{'id': 'AMBA', 'avtor': 'MABI'}",ženska,45,,17,10,1.9.2015,, pecivo,0,2015,2009,AMBA
9537,Lešnikovi trikotniki,10.1.2007,"{'id': 'rmsk6ku15pj21by5', 'avtor': 'maja g'}",ženska,,,30,3,23.9.2012,, piškoti,0,2012,2007,rmsk6ku15pj21by5
6610,Zdrobovi žličniki,17.5.2006,"{'id': 'kalcicl', 'avtor': 'kalcicl'}",ženska,,4 - 6 ljudi,42,2,7.5.2007,, jušne zakuhe,0,2007,2006,kalcicl
15948,Ticcino masa (Tičino masa/Fondant),12.11.2011,"{'id': 'pupika001', 'avtor': 'PUPIKA001'}",ženska,30,1 kg,70,27,15.2.2016,, ostalo,0,2016,2011,pupika001
10330,Ajdovi žganci,12.8.2007,"{'id': 'veverica', 'avtor': 'veverica'}",ženska,45,za 4 osebe,18,1,7.12.2008,, ostalo,0,2008,2007,veverica
13398,Rafaelo kroglice,14.1.2010,"{'id': 'reby', 'avtor': 'Reby'}",ženska,15,,31,3,7.12.2013,, ostalo,0,2013,2010,reby
12580,Lahka švicarska sadna pita - Wähe,5.5.2009,"{'id': 'vanja_v_zda', 'avtor': 'Vanja_v_ZDA'}",ženska,90,Pekač premera 26 cm,64,18,16.8.2015,, pecivo,0,2015,2009,vanja_v_zda
7002,Rafaelo rezine,14.8.2006,"{'id': 'klea', 'avtor': 'Klea'}",ženska,45,Srednje velik pekač,20,4,17.5.2015,, pecivo,0,2015,2006,klea
17327,Skutna pita z marelicami,25.6.2012,"{'id': 'ZvonkaK', 'avtor': 'ZvonkaK'}",ženska,60,,13,7,14.9.2015,, pecivo,0,2015,2012,ZvonkaK
3047,Chili con carne,17.12.2003,"{'id': 'karmenslo', 'avtor': 'karmenslo'}",ženska,,4-6 oseb,39,5,1.10.2015,, ostale dežele,0,2015,2003,karmenslo
6229,Skutini svaljki,14.3.2006,"{'id': 'galja', 'avtor': 'galja'}",ženska,, ,31,4,17.11.2011,,,0,2011,2006,galja
13309,Pirini piškoti,17.12.2009,"{'id': 'plezalka', 'avtor': 'plezalka'}",ženska,180,,13,7,26.12.2012,, piškoti,1,2012,2009,plezalka
17998,Slani kifeljčki na hitro,28.12.2012,"{'id': 'tanja26', 'avtor': 'tanja26'}",ženska,75,64 kosov,15,7,27.3.2014,,,0,2014,2012,tanja26
6483,Jagodne sanje,23.4.2006,"{'id': 'mamamia', 'avtor': 'mamamia'}",ženska,,za velik pekač ,59,9,20.11.2013,, pecivo,0,2013,2006,mamamia
3660,Jetrca v omaki,6.5.2004,"{'id': 'pmhnkhxgx7f11h13', 'avtor': 'Gašper Kukec'}",moški,,,38,2,28.4.2010,, notranji deli,0,2010,2004,pmhnkhxgx7f11h13
62,Martinova gos ali raca,2.11.1999,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,4,2,30.11.2012,, perutnina,0,2012,1999,marinka
